race_id,date,distance,weather,num_horses,horse_id,horse_name,rank,FP,pop,odds,time,last3f,weight,sex_age,jockey,venue,surface_type,track_condition,url_jp
202408020509,2024-02-10,1600.0,Cloudy,,2021105160.0,Caelum,6,9,476(+6),1,1:35.8,3.1,57,3C,Y.Take,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020509/
202408020509,2024-02-10,1600.0,Cloudy,,2021102510.0,Namura Hooker,7,6,472(+4),6,1:36.3,8.7,57,3C,F.Matsuwaka,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020509/
202408020509,2024-02-10,1600.0,Cloudy,,2021102561.0,Key Wave,8,2,416(0),8,1:36.8,54.7,57,3C,R.Wada,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020509/
202408020509,2024-02-10,1600.0,Cloudy,,2021101386.0,Call Me Maybe,9,4,438(+10),9,1:38.6,350.9,55,3F,M.Okabe,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020509/
202408020509,2024-02-10,1600.0,Cloudy,,,Horse,FP,PP,Horse Wgt.(kg),Fav,FT,Odds,Wgt.(kg),A&S,Jockey,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020509/
202408020706,2024-02-17,1400.0,Sunny,,2021102888.0,Namura Atom,1,8,490(-6),2,1:21.6,2.9,57,3C,S.Hamanaka,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020706/
202408020706,2024-02-17,1400.0,Sunny,,2021100356.0,Cool Baby,10,3,464(-6),8,1:23.0,39.7,54,3F,K.Taguchi,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020706/
202408020706,2024-02-17,1400.0,Sunny,,2021106594.0,Yamanin Astron,2,1,478(-12),1,1:21.7,2.9,56,3C,T.Tsunoda,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020706/
202408020706,2024-02-17,1400.0,Sunny,,2021106815.0,Meiner Tigre,3,9,476(0),7,1:21.7,17.9,57,3C,A.Tsumura,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020706/
202408020706,2024-02-17,1400.0,Sunny,,2021104941.0,Cecilie Plage,4,6,406(-8),4,1:21.7,7.4,55,3F,K.Sameshima,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020706/
202408020706,2024-02-17,1400.0,Sunny,,2021101598.0,Uncle Cross,5,7,462(-4),3,1:21.8,5.4,57,3C,Y.Nagaoka,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020706/
202408020706,2024-02-17,1400.0,Sunny,,2021101102.0,Namura Eden,6,4,414(0),5,1:22.1,13.4,55,3F,T.Danno,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020706/
